Run,Method,Fault Detection Loss,Pos of First Fault Detected,Average Percentage of Faults Detected,Test Suite Reduction
0,function,0.16666666666666666,1,0.9432432432432433,0.9
0,line,0.0,1,0.8018018018018017,0.9
0,branch,0.16666666666666666,1,0.8459459459459459,0.9
0,ga_multi,0.16666666666666666,1,0.8459459459459459,0.9
0,majority ensemble,0.3333333333333333,2,0.7962962962962963,0.927027027027027
0,union ensemble,0.0,6,0.791044776119403,0.8189189189189189
0,intersection ensemble,0.3333333333333333,1,0.9583333333333333,0.9675675675675676
1,function,0.16666666666666666,1,0.9432432432432433,0.9
1,line,0.0,1,0.8018018018018017,0.9
1,branch,0.16666666666666666,1,0.8459459459459459,0.9
1,ga_multi,0.16666666666666666,1,0.8459459459459459,0.9
1,majority ensemble,0.3333333333333333,2,0.79,0.9324324324324325
1,union ensemble,0.0,5,0.7971014492753623,0.8135135135135135
1,intersection ensemble,0.3333333333333333,1,0.9583333333333333,0.9675675675675676
2,function,0.16666666666666666,1,0.9432432432432433,0.9
2,line,0.0,1,0.8018018018018017,0.9
2,branch,0.16666666666666666,1,0.8459459459459459,0.9
2,ga_multi,0.16666666666666666,1,0.8459459459459459,0.9
2,majority ensemble,0.3333333333333333,2,0.79,0.9324324324324325
2,union ensemble,0.0,5,0.7999999999999999,0.8108108108108109
2,intersection ensemble,0.3333333333333333,1,0.9583333333333333,0.9675675675675676
3,function,0.16666666666666666,1,0.9432432432432433,0.9
3,line,0.0,1,0.8018018018018017,0.9
3,branch,0.16666666666666666,1,0.8459459459459459,0.9
3,ga_multi,0.16666666666666666,1,0.8459459459459459,0.9
3,majority ensemble,0.3333333333333333,3,0.7596153846153847,0.9297297297297298
3,union ensemble,0.0,4,0.8161764705882353,0.8162162162162162
3,intersection ensemble,0.3333333333333333,2,0.8846153846153846,0.9648648648648649
4,function,0.16666666666666666,1,0.9432432432432433,0.9
4,line,0.0,1,0.8018018018018017,0.9
4,branch,0.16666666666666666,1,0.8459459459459459,0.9
4,ga_multi,0.16666666666666666,1,0.8459459459459459,0.9
4,majority ensemble,0.3333333333333333,3,0.7596153846153847,0.9297297297297298
4,union ensemble,0.0,5,0.8043478260869565,0.8135135135135135
